sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
201453,"Even if you'd bought the stock then, the article indicates that you would have been right to sell it at many different times on its way up.",Even if you'd bought the stock then,the article indicates that you would have been right to sell it at many different times on its way up,0,34,37,137
201454,"But what if lack of exercise itself were treated as a medical condition? Mayo Clinic physiologist Michael Joyner, M.D., argues that it should be.",what if lack of exercise itself were treated as a medical condition,{},4,70,-1,-1
201455,"If everyone had AI, than one side couldn't use it to subjugate another, the theory went, and if profits were not the focus the group was free to work solely on projects to help humanity.",if profits were not the focus,the group was free to work solely on projects to help humanity,93,121,123,184
201456,"If DOJ had instead argued that we'd been blocked for legitimate reasons-for making threats or using expletives-this would have been a very, very different (and much, much longer) case.",If DOJ had instead argued that we'd been blocked for legitimate reasons,"this would have been a very, very different (and much, much longer) case",0,70,111,182
201457,"Had you been a man, then you would have studied the subject matter thoroughly first, and perhaps read books like Gilbert Herdt's about sex panics, or Parrinder's about sexual morality in world religion.",Had you been a man,then you would have studied the subject matter thoroughly first,0,17,20,82
201458,"The administration's credibility continues to suffer, as Democrats call out Mr. Trump for falsehoods about the crisis, such as his assertion that former presidents had told him privately that they should have built the wall.",former presidents had told him privately that they should have built the wall,{},146,222,-1,-1
201459,"Ukraines president, Petro Poroshenko, does not want to fight an unwinnable war against Russia, which is the situation he would have been in had he pressed on with Kievs anti-terrorist operation in the east.",had he pressed on with Kievs anti-terrorist operation in the east,"Ukraines president, Petro Poroshenko, does not want to fight an unwinnable war against Russia, which is the situation he would have been in",140,204,0,138
201460,"And the late great Ray Charles might have sung slightly different lyrics for his 1959 classic ""What'd I Say"" if he'd recorded it as a much older guy.",if he'd recorded it as a much older guy,"the late great Ray Charles might have sung slightly different lyrics for his 1959 classic ""What'd I Say""",109,147,4,107
201461,"However, Sears Holdings could have spent far less shoring up its pension plan if it had made better financial decisions.",if it had made better financial decisions,Sears Holdings could have spent far less shoring up its pension plan,78,118,9,76
201462,"He was partly right, and would have been even had the vote gone the other way.",had the vote gone the other way,"He was partly right, and would have been",46,76,0,39
201463,"That makes me smile Thought experiment: If John McCain had won in '08, what do you think would be his signature accomplishments after 15 months in office?War with Iran.",If John McCain had won in '08,what do you think would be his signature accomplishments after 15 months in office?War with Iran,40,68,71,166
201464,"If they'd better anticipated that reaction, they might have worked with the company to address these issues, and win local buy-in before things went off the rails.",If they'd better anticipated that reaction,they might have worked with the company to address these issues,0,41,44,106
